"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","Index Keywords","Publisher","Document Type","Publication Stage","Source","EID"
"Kang T.; Sun Y.; Kim J.H.; Ta C.; Perotte A.; Schiffer K.; Wu M.; Zhao Y.; Moustafa-Fahmy N.; Peng Y.; Weng C.","Kang, Tian (57158373200); Sun, Yingcheng (57221122040); Kim, Jae Hyun (57221252587); Ta, Casey (57204783049); Perotte, Adler (17233935400); Schiffer, Kayla (58264402400); Wu, Mutong (58264216100); Zhao, Yang (58264765300); Moustafa-Fahmy, Nour (58264402500); Peng, Yifan (58193369500); Weng, Chunhua (8979750700)","57158373200; 57221122040; 57221252587; 57204783049; 17233935400; 58264402400; 58264216100; 58264765300; 58264402500; 58193369500; 8979750700","EvidenceMap: a three-level knowledge representation for medical evidence computation and comprehension","2023","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocad036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159755686&doi=10.1093%2fjamia%2focad036&partnerID=40&md5=3b779beecd9d1993e5d3988d3a6ce9f1","OBJECTIVE: To develop a computable representation for medical evidence and to contribute a gold standard dataset of annotated randomized controlled trial (RCT) abstracts, along with a natural language processing (NLP) pipeline for transforming free-text RCT evidence in PubMed into the structured representation. MATERIALS AND METHODS: Our representation, EvidenceMap, consists of 3 levels of abstraction: Medical Evidence Entity, Proposition and Map, to represent the hierarchical structure of medical evidence composition. Randomly selected RCT abstracts were annotated following EvidenceMap based on the consensus of 2 independent annotators to train an NLP pipeline. Via a user study, we measured how the EvidenceMap improved evidence comprehension and analyzed its representative capacity by comparing the evidence annotation with EvidenceMap representation and without following any specific guidelines. RESULTS: Two corpora including 229 disease-agnostic and 80 COVID-19 RCT abstracts were annotated, yielding 12 725 entities and 1602 propositions. EvidenceMap saves users 51.9% of the time compared to reading raw-text abstracts. Most evidence elements identified during the freeform annotation were successfully represented by EvidenceMap, and users gave the enrollment, study design, and study Results sections mean 5-scale Likert ratings of 4.85, 4.70, and 4.20, respectively. The end-to-end evaluations of the pipeline show that the evidence proposition formulation achieves F1 scores of 0.84 and 0.86 in the adjusted random index score. CONCLUSIONS: EvidenceMap extends the participant, intervention, comparator, and outcome framework into 3 levels of abstraction for transforming free-text evidence from the clinical literature into a computable structure. It can be used as an interoperable format for better evidence retrieval and synthesis and an interpretable representation to efficiently comprehend RCT findings. © The Author(s) 2023. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Comprehension; COVID-19; Humans; Natural Language Processing; PubMed; comprehension; controlled study; coronavirus disease 2019; human; Medline; natural language processing; randomized controlled trial","NLM (Medline)","Article","Final","Scopus","2-s2.0-85159755686"
"Barrison P.D.; Flynn A.; Richesson R.; Conte M.; Landis-Lewis Z.; Boisvert P.; Friedman C.P.","Barrison, Philip D. (57204480181); Flynn, Allen (8637795600); Richesson, Rachel (14619793200); Conte, Marisa (58264640000); Landis-Lewis, Zach (13006593400); Boisvert, Peter (57194134781); Friedman, Charles P. (57203175245)","57204480181; 8637795600; 14619793200; 58264640000; 13006593400; 57194134781; 57203175245","Knowledge infrastructure: a priority to accelerate workflow automation in health care","2023","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocad026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159764829&doi=10.1093%2fjamia%2focad026&partnerID=40&md5=12f5a8e3f6846f426894eff13ec2c937","[No abstract available]","Automation; Delivery of Health Care; Health Facilities; Workflow; automation; health care delivery; health care facility; workflow","NLM (Medline)","Article","Final","Scopus","2-s2.0-85159764829"
"Hanauer D.A.; Zheng K.","Hanauer, David A. (8285567600); Zheng, Kai (35301387000)","8285567600; 35301387000","Paper versus EHR: simplistic comparisons may not capture current reality","2015","Journal of the American Medical Informatics Association : JAMIA","1","10.1093/jamia/ocu036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937212373&doi=10.1093%2fjamia%2focu036&partnerID=40&md5=d03c68864fe9eb9051d693b97cc87ffe","[No abstract available]","Communication; Electronic Health Records; Humans; Internship and Residency; Physician-Patient Relations; doctor patient relation; electronic medical record; human; interpersonal communication; medical education","","Letter","Final","Scopus","2-s2.0-84937212373"
"Bakken S.","Bakken, Suzanne (7005058463)","7005058463","Advancing phenotyping through informatics innovation","2023","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocac247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146405607&doi=10.1093%2fjamia%2focac247&partnerID=40&md5=7fbd4affe9aa49627bac1630c80e0dab","[No abstract available]","Diffusion of Innovation; Medical Informatics; mass communication; medical informatics","NLM (Medline)","Article","Final","Scopus","2-s2.0-85146405607"
"Xia W.; Liu Y.; Wan Z.; Vorobeychik Y.; Kantacioglu M.; Nyemba S.; Clayton E.W.; Malin B.A.","Xia, Weiyi (55620595300); Liu, Yongtai (57200280006); Wan, Zhiyu (56581176600); Vorobeychik, Yevgeniy (8913948800); Kantacioglu, Murat (57222564559); Nyemba, Steve (36969303400); Clayton, Ellen Wright (7102432130); Malin, Bradley A. (6602093073)","55620595300; 57200280006; 56581176600; 8913948800; 57222564559; 36969303400; 7102432130; 6602093073","Enabling realistic health data re-identification risk assessment through adversarial modeling","2021","Journal of the American Medical Informatics Association : JAMIA","5","10.1093/jamia/ocaa327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103228718&doi=10.1093%2fjamia%2focaa327&partnerID=40&md5=0244d4b1ffaf949b7c1cf10c8e3c60f4","OBJECTIVE: Re-identification risk methods for biomedical data often assume a worst case, in which attackers know all identifiable features (eg, age and race) about a subject. Yet, worst-case adversarial modeling can overestimate risk and induce heavy editing of shared data. The objective of this study is to introduce a framework for assessing the risk considering the attacker's resources and capabilities. MATERIALS AND METHODS: We integrate 3 established risk measures (ie, prosecutor, journalist, and marketer risks) and compute re-identification probabilities for data subjects. This probability is dependent on an attacker's capabilities (eg, ability to obtain external identified resources) and the subject's decision on whether to reveal their participation in a dataset. We illustrate the framework through case studies using data from over 1 000 000 patients from Vanderbilt University Medical Center and show how re-identification risk changes when attackers are pragmatic and use 2 known resources for attack: (1) voter registration lists and (2) social media posts. RESULTS: Our framework illustrates that the risk is substantially smaller in the pragmatic scenarios than in the worst case. Our experiments yield a median worst-case risk of 0.987 (where 0 is least risky and 1 is most risky); however, the median reduction in risk was 90.1% in the voter registration scenario and 100% in the social media posts scenario. Notably, these observations hold true for a wide range of adversarial capabilities. CONCLUSIONS: This research illustrates that re-identification risk is situationally dependent and that appropriate adversarial modeling may permit biomedical data sharing on a wider scale than is currently the case. © The Author(s) 2021. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Computer Security; Confidentiality; Data Anonymization; Humans; Probability; Risk; Risk Assessment; anonymization; computer security; confidentiality; human; probability; risk; risk assessment","NLM (Medline)","Article","Final","Scopus","2-s2.0-85103228718"
"Everson J.; Healy D.; Patel V.","Everson, Jordan (56062610500); Healy, Daniel (58264572200); Patel, Vaishali (22980633300)","56062610500; 58264572200; 22980633300","Experiences with information blocking in the United States: a national survey of hospitals","2023","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocad060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159755405&doi=10.1093%2fjamia%2focad060&partnerID=40&md5=05a12bd90d40e9c3a8c191c42414053b","OBJECTIVE: The 21st Century Cures Act Final Rule's information blocking provisions, which prohibited practices likely to interfere with, prevent, or materially discourage access, exchange, or use of electronic health information (EHI), began to apply to a limited set of data elements in April 2021 and expanded to all EHI in October 2022. We sought to describe hospital leaders' perceptions of the prevalence of practices that may constitute information blocking, by actor and hospital characteristics, following the rule's applicability date. MATERIALS AND METHODS: Cross-sectional analysis of a national survey of hospitals fielded in 2021. The analytic sample included 2092 nonfederal acute care hospitals in the United States. We present descriptive statistics on the perception of the prevalence of information blocking and results of multivariate regression models examining the association between hospital, health information technology (IT) developer and market characteristics and the perception of information blocking. RESULTS: Overall, 42% of hospitals reported observing some behavior they perceived to be information blocking. Thirty-six percent of responding hospitals perceived that healthcare providers either sometimes or often engaged in practices that may constitute information blocking, while 17% and 19% perceived that health IT developers (such as EHR developers) and State, regional and/or local health information exchanges did the same, respectively. Prevalence varied by health IT developer market share, hospital for-profit status, and health system market share. CONCLUSIONS AND RELEVANCE: These results support the value of efforts to further reduce friction in the exchange of EHI and support the need for continued observation to provide a sense of the prevalence of information blocking practices and for education and awareness of information blocking regulations. Published by Oxford University Press on behalf of the American Medical Informatics Association 2023.","Cross-Sectional Studies; Electronic Health Records; Health Information Exchange; Hospitals; Medical Informatics; United States; cross-sectional study; electronic health record; hospital; medical informatics; medical information system; United States","NLM (Medline)","Article","Final","Scopus","2-s2.0-85159755405"
"Alexander G.L.; Powell K.R.; Deroche C.B.","Alexander, Gregory L. (12772574600); Powell, Kimberly R. (56692244300); Deroche, Chelsea B. (55681824100)","12772574600; 56692244300; 55681824100","Corrigendum to: An evaluation of telehealth expansion in U.S. nursing homes","2021","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocab241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123227229&doi=10.1093%2fjamia%2focab241&partnerID=40&md5=1fe233ccb6a30174530c2ca829f80ca2","[No abstract available]","erratum","NLM (Medline)","Erratum","Final","Scopus","2-s2.0-85123227229"
"Rogers J.R.; Lee J.; Zhou Z.; Cheung Y.K.; Hripcsak G.; Weng C.","Rogers, James R. (56544974500); Lee, Junghwan (57211503526); Zhou, Ziheng (57221812003); Cheung, Ying Kuen (57217105422); Hripcsak, George (7004471151); Weng, Chunhua (54887805800)","56544974500; 57211503526; 57221812003; 57217105422; 7004471151; 54887805800","Contemporary use of real-world data for clinical trial conduct in the United States: a scoping review","2021","Journal of the American Medical Informatics Association : JAMIA","15","10.1093/jamia/ocaa224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100280320&doi=10.1093%2fjamia%2focaa224&partnerID=40&md5=9720682a2aae2df641e91f36fe698d44","OBJECTIVE: Real-world data (RWD), defined as routinely collected healthcare data, can be a potential catalyst for addressing challenges faced in clinical trials. We performed a scoping review of database-specific RWD applications within clinical trial contexts, synthesizing prominent uses and themes. MATERIALS AND METHODS: Querying 3 biomedical literature databases, research articles using electronic health records, administrative claims databases, or clinical registries either within a clinical trial or in tandem with methodology related to clinical trials were included. Articles were required to use at least 1 US RWD source. All abstract screening, full-text screening, and data extraction was performed by 1 reviewer. Two reviewers independently verified all decisions. RESULTS: Of 2020 screened articles, 89 qualified: 59 articles used electronic health records, 29 used administrative claims, and 26 used registries. Our synthesis was driven by the general life cycle of a clinical trial, culminating into 3 major themes: trial process tasks (51 articles); dissemination strategies (6); and generalizability assessments (34). Despite a diverse set of diseases studied, <10% of trials using RWD for trial process tasks evaluated medications or procedures (5/51). All articles highlighted data-related challenges, such as missing values. DISCUSSION: Database-specific RWD have been occasionally leveraged for various clinical trial tasks. We observed underuse of RWD within conducted medication or procedure trials, though it is subject to the confounder of implicit report of RWD use. CONCLUSION: Enhanced incorporation of RWD should be further explored for medication or procedure trials, including better understanding of how to handle related data quality issues to facilitate RWD use. © The Author(s) 2020. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Clinical Trials as Topic; Databases as Topic; Electronic Health Records; Humans; Registries; Research Design; United States; clinical trial (topic); data base; electronic health record; human; methodology; procedures; register; United States","NLM (Medline)","Review","Final","Scopus","2-s2.0-85100280320"
"McDonald C.J.; Baik S.H.; Zheng Z.; Amos L.; Luan X.; Marsolo K.; Qualls L.","McDonald, Clement J. (58070276100); Baik, Seo H. (55301237900); Zheng, Zhaonian (58070253100); Amos, Liz (57208747197); Luan, Xiaocheng (58070253200); Marsolo, Keith (55651609600); Qualls, Laura (58070324000)","58070276100; 55301237900; 58070253100; 57208747197; 58070253200; 55651609600; 58070324000","Mis-mappings between a producer's quantitative test codes and LOINC codes and an algorithm for correcting them","2023","Journal of the American Medical Informatics Association : JAMIA","1","10.1093/jamia/ocac215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146484425&doi=10.1093%2fjamia%2focac215&partnerID=40&md5=59c24d284e07226b2b33c36fbadd8dcf","OBJECTIVES: To access the accuracy of the Logical Observation Identifiers Names and Codes (LOINC) mapping to local laboratory test codes that is crucial to data integration across time and healthcare systems. MATERIALS AND METHODS: We used software tools and manual reviews to estimate the rate of LOINC mapping errors among 179 million mapped test results from 2 DataMarts in PCORnet. We separately reported unweighted and weighted mapping error rates, overall and by parts of the LOINC term. RESULTS: Of included 179 537 986 mapped results for 3029 quantitative tests, 95.4% were mapped correctly implying an 4.6% mapping error rate. Error rates were less than 5% for the more common tests with at least 100 000 mapped test results. Mapping errors varied across different LOINC classes. Error rates in chemistry and hematology classes, which together accounted for 92.0% of the mapped test results, were 0.4% and 7.5%, respectively. About 50% of mapping errors were due to errors in the property part of the LOINC name. DISCUSSIONS: Mapping errors could be detected automatically through inconsistencies in (1) qualifiers of the analyte, (2) specimen type, (3) property, and (4) method. Among quantitative test results, which are the large majority of reported tests, application of automatic error detection and correction algorithm could reduce the mapping errors further. CONCLUSIONS: Overall, the mapping error rate within the PCORnet data was 4.6%. This is nontrivial but less than other published error rates of 20%-40%. Such error rate decreased substantially to 0.1% after the application of automatic detection and correction algorithm. Published by Oxford University Press on behalf of the American Medical Informatics Association 2022.","Algorithms; Logical Observation Identifiers Names and Codes; Software; algorithm; Logical Observation Identifiers Names and Codes; software","NLM (Medline)","Article","Final","Scopus","2-s2.0-85146484425"
"","","","Corrigendum to: Journal of the American Medical Informatics Association, Volume 23, Issue 1, 1 January 2016, Pages 230-239, https://doi.org/10.1093/jamia/ocv100","2018","Journal of the American Medical Informatics Association : JAMIA","1","10.1093/jamia/ocy063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072141296&doi=10.1093%2fjamia%2focy063&partnerID=40&md5=3dab4fc858a5bb0bba69db8a99e9318f","[No abstract available]","erratum","NLM (Medline)","Erratum","Final","Scopus","2-s2.0-85072141296"
"Surian D.; Wang Y.; Coiera E.; Magrabi F.","Surian, Didi (36703280800); Wang, Ying (56757748500); Coiera, Enrico (7003453209); Magrabi, Farah (6602783750)","36703280800; 56757748500; 7003453209; 6602783750","Using automated methods to detect safety problems with health information technology: a scoping review","2023","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocac220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146484465&doi=10.1093%2fjamia%2focac220&partnerID=40&md5=6e11e1236cc69320ccf615d84b806af8","OBJECTIVE: To summarize the research literature evaluating automated methods for early detection of safety problems with health information technology (HIT). MATERIALS AND METHODS: We searched bibliographic databases including MEDLINE, ACM Digital, Embase, CINAHL Complete, PsycINFO, and Web of Science from January 2010 to June 2021 for studies evaluating the performance of automated methods to detect HIT problems. HIT problems were reviewed using an existing classification for safety concerns. Automated methods were categorized into rule-based, statistical, and machine learning methods, and their performance in detecting HIT problems was assessed. The review was conducted in accordance with the Preferred Reporting Items for Systematic Reviews and Meta Analyses extension for Scoping Reviews statement. RESULTS: Of the 45 studies identified, the majority (n = 27, 60%) focused on detecting use errors involving electronic health records and order entry systems. Machine learning (n = 22) and statistical modeling (n = 17) were the most common methods. Unsupervised learning was used to detect use errors in laboratory test results, prescriptions, and patient records while supervised learning was used to detect technical errors arising from hardware or software issues. Statistical modeling was used to detect use errors, unauthorized access, and clinical decision support system malfunctions while rule-based methods primarily focused on use errors. CONCLUSIONS: A wide variety of rule-based, statistical, and machine learning methods have been applied to automate the detection of safety problems with HIT. Many opportunities remain to systematically study their application and effectiveness in real-world settings. © The Author(s) 2022. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Decision Support Systems, Clinical; Electronic Health Records; Humans; clinical decision support system; electronic health record; human","NLM (Medline)","Review","Final","Scopus","2-s2.0-85146484465"
"Parikh R.B.; Zhang Y.; Kolla L.; Chivers C.; Courtright K.R.; Zhu J.; Navathe A.S.; Chen J.","Parikh, Ravi B. (54786002800); Zhang, Yichen (57657576200); Kolla, Likhitha (57200318255); Chivers, Corey (56592778300); Courtright, Katherine R. (56030929500); Zhu, Jingsan (58070299000); Navathe, Amol S. (6504636510); Chen, Jinbo (57256081000)","54786002800; 57657576200; 57200318255; 56592778300; 56030929500; 58070299000; 6504636510; 57256081000","Performance drift in a mortality prediction algorithm among patients with cancer during the SARS-CoV-2 pandemic","2023","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocac221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146484622&doi=10.1093%2fjamia%2focac221&partnerID=40&md5=dfe5166a0499f9a6b9aa56a18c26e18a","Sudden changes in health care utilization during the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic may have impacted the performance of clinical predictive models that were trained prior to the pandemic. In this study, we evaluated the performance over time of a machine learning, electronic health record-based mortality prediction algorithm currently used in clinical practice to identify patients with cancer who may benefit from early advance care planning conversations. We show that during the pandemic period, algorithm identification of high-risk patients had a substantial and sustained decline. Decreases in laboratory utilization during the peak of the pandemic may have contributed to drift. Calibration and overall discrimination did not markedly decline during the pandemic. This argues for careful attention to the performance and retraining of predictive algorithms that use inputs from the pandemic period. © The Author(s) 2022. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Algorithms; COVID-19; Humans; Neoplasms; Pandemics; SARS-CoV-2; algorithm; human; neoplasm; pandemic","NLM (Medline)","Article","Final","Scopus","2-s2.0-85146484622"
"Gensheimer M.F.; Aggarwal S.; Benson K.R.K.; Carter J.N.; Henry A.S.; Wood D.J.; Soltys S.G.; Hancock S.; Pollom E.; Shah N.H.; Chang D.T.","Gensheimer, Michael F. (55278778700); Aggarwal, Sonya (57206427718); Benson, Kathryn R K (57211946578); Carter, Justin N. (57189216488); Henry, A Solomon (57194642616); Wood, Douglas J. (57188802736); Soltys, Scott G. (6601943694); Hancock, Steven (7006327815); Pollom, Erqi (56394474300); Shah, Nigam H. (7401823709); Chang, Daniel T. (9943395500)","55278778700; 57206427718; 57211946578; 57189216488; 57194642616; 57188802736; 6601943694; 7006327815; 56394474300; 7401823709; 9943395500","Automated model versus treating physician for predicting survival time of patients with metastatic cancer","2021","Journal of the American Medical Informatics Association : JAMIA","10","10.1093/jamia/ocaa290","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106154827&doi=10.1093%2fjamia%2focaa290&partnerID=40&md5=95b1df9674f724e7973ddc7a031d1537","OBJECTIVE: Being able to predict a patient's life expectancy can help doctors and patients prioritize treatments and supportive care. For predicting life expectancy, physicians have been shown to outperform traditional models that use only a few predictor variables. It is possible that a machine learning model that uses many predictor variables and diverse data sources from the electronic medical record can improve on physicians' performance. For patients with metastatic cancer, we compared accuracy of life expectancy predictions by the treating physician, a machine learning model, and a traditional model. MATERIALS AND METHODS: A machine learning model was trained using 14 600 metastatic cancer patients' data to predict each patient's distribution of survival time. Data sources included note text, laboratory values, and vital signs. From 2015-2016, 899 patients receiving radiotherapy for metastatic cancer were enrolled in a study in which their radiation oncologist estimated life expectancy. Survival predictions were also made by the machine learning model and a traditional model using only performance status. Performance was assessed with area under the curve for 1-year survival and calibration plots. RESULTS: The radiotherapy study included 1190 treatment courses in 899 patients. A total of 879 treatment courses in 685 patients were included in this analysis. Median overall survival was 11.7 months. Physicians, machine learning model, and traditional model had area under the curve for 1-year survival of 0.72 (95% CI 0.63-0.81), 0.77 (0.73-0.81), and 0.68 (0.65-0.71), respectively. CONCLUSIONS: The machine learning model's predictions were more accurate than those of the treating physician or a traditional model. © The Author(s) 2020. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Aged; Area Under Curve; Electronic Health Records; Female; Humans; Kaplan-Meier Estimate; Life Expectancy; Machine Learning; Male; Middle Aged; Neoplasm Metastasis; Neoplasms; Prognosis; Radiation Oncologists; ROC Curve; aged; area under the curve; comparative study; electronic health record; female; human; Kaplan Meier method; life expectancy; machine learning; male; metastasis; middle aged; mortality; neoplasm; prognosis; radiation oncologist; receiver operating characteristic","NLM (Medline)","Article","Final","Scopus","2-s2.0-85106154827"
"","","","Maximizing data use to propel informatics practice and research","2016","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocw080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049406863&doi=10.1093%2fjamia%2focw080&partnerID=40&md5=8c31239b73f8c3ba1bf2efff59e57b55","[No abstract available]","Biomedical Research; Health Records, Personal; Humans; Medical Informatics; human; medical informatics; medical record; medical research","","Editorial","Final","Scopus","2-s2.0-85049406863"
"Otte-Trojel T.; de Bont A.; Rundall T.G.; van de Klundert J.","Otte-Trojel, Terese (56030174000); de Bont, Antoinette (15764712900); Rundall, Thomas G. (7004198916); van de Klundert, Joris (7004375907)","56030174000; 15764712900; 7004198916; 7004375907","Response to Randell et al. ""Using realist reviews to understand how health IT works, for whom, and in what circumstances""","2015","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocu008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937213779&doi=10.1093%2fjamia%2focu008&partnerID=40&md5=71e999b90ed9489b1695274b6402859b","[No abstract available]","Electronic Health Records; Humans; Patient Access to Records; Treatment Outcome; electronic medical record; human; patient right; treatment outcome","","Letter","Final","Scopus","2-s2.0-84937213779"
"","","","Erratum: Correction to: Using event logs to observe interactions with electronic health records: an updated scoping review shows increasing use of vendor-derived measures (Journal of the American Medical Informatics Association : JAMIA (2022) 30 1 (144-154))","2023","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocac224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146484383&doi=10.1093%2fjamia%2focac224&partnerID=40&md5=b396f811a37642f37396e14bbf9df472","[No abstract available]","erratum","NLM (Medline)","Erratum","Final","Scopus","2-s2.0-85146484383"
"Kim M.O.; Coiera E.; Magrabi F.","Kim, Mi Ok (55686308900); Coiera, Enrico (7003453209); Magrabi, Farah (6602783750)","55686308900; 7003453209; 6602783750","Problems with health information technology and their effects on care delivery and patient outcomes: a systematic review","2017","Journal of the American Medical Informatics Association : JAMIA","96","10.1093/jamia/ocw154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049361195&doi=10.1093%2fjamia%2focw154&partnerID=40&md5=f1481e33af70df9143601f181ece3900","Objective: To systematically review studies reporting problems with information technology (IT) in health care and their effects on care delivery and patient outcomes.; Materials and methods: We searched bibliographic databases including Scopus, PubMed, and Science Citation Index Expanded from January 2004 to December 2015 for studies reporting problems with IT and their effects. A framework called the information value chain, which connects technology use to final outcome, was used to assess how IT problems affect user interaction, information receipt, decision-making, care processes, and patient outcomes. The review was conducted in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement.; Results: Of the 34 studies identified, the majority ( n  = 14, 41%) were analyses of incidents reported from 6 countries. There were 7 descriptive studies, 9 ethnographic studies, and 4 case reports. The types of IT problems were similar to those described in earlier classifications of safety problems associated with health IT. The frequency, scale, and severity of IT problems were not adequately captured within these studies. Use errors and poor user interfaces interfered with the receipt of information and led to errors of commission when making decisions. Clinical errors involving medications were well characterized. Issues with system functionality, including poor user interfaces and fragmented displays, delayed care delivery. Issues with system access, system configuration, and software updates also delayed care. In 18 studies (53%), IT problems were linked to patient harm and death. Near-miss events were reported in 10 studies (29%).; Discussion and conclusion: The research evidence describing problems with health IT remains largely qualitative, and many opportunities remain to systematically study and quantify risks and benefits with regard to patient safety. The information value chain, when used in conjunction with existing classifications for health IT safety problems, can enhance measurement and should facilitate identification of the most significant risks to patient safety.","Delivery of Health Care; Humans; Medical Errors; Medical Informatics; Patient Safety; Treatment Outcome; health care delivery; human; medical error; medical informatics; patient safety; treatment outcome","","Review","Final","Scopus","2-s2.0-85049361195"
"Grutman A.J.","Grutman, Aurora J. (57359501200)","57359501200","Use of chosen names in electronic health records to promote transgender inclusivity","2023","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocad047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159756723&doi=10.1093%2fjamia%2focad047&partnerID=40&md5=183e4415debb8bb776fd887f120b58b1","Transgender people have a right to be called by their chosen names. However, the current electronic health record (EHR)-even with dramatic changes in recent years-does not allow for proper documentation to accurately and sensitively capture the experiences of transgender patients. This article suggests that EHRs should be modified to allow for distinctions in legal and chosen name fields, recognize the wide-ranging experiences and needs of transgender patients, and promote inclusive, identity-sensitive health care. Healthcare professionals should insist that technology be used in service of the full humanity of their patients. © The Author(s) 2023. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Delivery of Health Care; Documentation; Electronic Health Records; Health Facilities; Humans; Transgender Persons; documentation; electronic health record; health care delivery; health care facility; human; transgender","NLM (Medline)","Article","Final","Scopus","2-s2.0-85159756723"
"Valdez R.S.; Holden R.J.; Novak L.L.; Veinot T.C.","Valdez, Rupa S. (34769424300); Holden, Richard J. (54782641500); Novak, Laurie L. (24171474300); Veinot, Tiffany C. (8659055200)","34769424300; 54782641500; 24171474300; 8659055200","Technical infrastructure implications of the patient work framework","2015","Journal of the American Medical Informatics Association : JAMIA","24","10.1093/jamia/ocu031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964695381&doi=10.1093%2fjamia%2focu031&partnerID=40&md5=6223a9f9b4fd4da8f15f053426a40410","[No abstract available]","Chronic Disease; Consumer Health Information; Human Engineering; Humans; Self Care; Software; bioengineering; chronic disease; computer program; consumer health information; human; self care","","Letter","Final","Scopus","2-s2.0-84964695381"
"","","","Erratum: Correction to: Research data warehouse best practices: catalyzing national data sharing through informatics innovation (Journal of the American Medical Informatics Association : JAMIA (2022) 29 4 (581-584))","2022","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocac207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144584841&doi=10.1093%2fjamia%2focac207&partnerID=40&md5=b4c3d307fb58b1aa502700ce7ea7310e","[No abstract available]","erratum","NLM (Medline)","Erratum","Final","Scopus","2-s2.0-85144584841"
"Everson J.; Rubin J.C.; Friedman C.P.","Everson, Jordan (56062610500); Rubin, Joshua C. (56167435600); Friedman, Charles P. (57203175245)","56062610500; 56167435600; 57203175245","Corrigendum to: Reconsidering hospital EHR adoption at the dawn of HITECH: implications of the reported 9% adoption of a ""basic"" EHR","2021","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocab213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123225839&doi=10.1093%2fjamia%2focab213&partnerID=40&md5=20c02a4ef729521fa1ff8ce67671a7c3","[No abstract available]","erratum","NLM (Medline)","Erratum","Final","Scopus","2-s2.0-85123225839"
"","","","Erratum: Correction to: Dobbs and the future of health data privacy for patients and healthcare organizations (Journal of the American Medical Informatics Association : JAMIA (2022) 30 1 (155-160))","2022","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocac183","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144584605&doi=10.1093%2fjamia%2focac183&partnerID=40&md5=cfbac4a8cf43705e423cb8e30136cfc8","[No abstract available]","erratum","NLM (Medline)","Erratum","Final","Scopus","2-s2.0-85144584605"
